xid,Project name,Review
R354172,Shapoorji Joyville Sensorium,Overall fantastic experience. We took possession and found fantastic quality construction including the common areas and the fittings used inside the flat.
R354172,Shapoorji Joyville Sensorium,Those who like good amenities in society they should definitely go for this. Also those who want very less problems after getting flat and good service while leaving in society then this is good option. Also this builder handover flats before timeline. If we talk about other problems then forget about it it will be there everywhere. So I will suggest go for this.... 5* from my side for everything. Just small request to builder and management be as it as you are always. Thanks.....!!
R354172,Shapoorji Joyville Sensorium,"Our journey of homeownership via shapoorji was superb throughout. We were always helped along the way by their CRM team, and eventually we got exactly what we expected when receiving possession via the Shapoorji team."
R354172,Shapoorji Joyville Sensorium,"I am considering this project in Pune, very beautifully built!"
R354172,Shapoorji Joyville Sensorium,"This new project is coming up in a very convenient location that is close to all the major hotspots and the daily needs of the residents. It is by a very well-known builder, Shapoorji Pallonji Real Estate, whose projects never disappoint."
R354172,Shapoorji Joyville Sensorium,"The project seems designed with the modern resident in mind, offering comfort and convenience. It’s definitely one of the top projects I’m looking at"
R354172,Shapoorji Joyville Sensorium,"I am currently residing in this area. Listing the issues here - 1) ""Approach road to this society"" from Hinjewadi-Maan road (near HP petrol pump) is very bad. No Street light on this road, so unsafe for travel after 6pm specially for ladies and childrens.. 2) Frequent power cuts - very unreliable power supply. 3) Water supply issue."
R354172,Shapoorji Joyville Sensorium,Shapoorji Group is a brand that we can trust. Their projects are always top-notch and attractive. Joyville Sensorium by them is another amazing project with luxurious amenities. It offers great interiors and green surroundings that make it stand out from other projects in the locality.
R354172,Shapoorji Joyville Sensorium,Wanted to book but reviews changed my mind .I can't risk overpriced flat for life time problem. Builder must clear all light and water problems else any project in wagholi is better than this sp project.
R354172,Shapoorji Joyville Sensorium,We had a very good possession experience at Sensorium the staff was very polite and answered all our questions. It's more then value for money....keep up the good work.
R354172,Shapoorji Joyville Sensorium,"Don't go with the builder name, it's very inside projects and the buil quality is not good, there are lots of issues in the plot 1 joyville. They are. Just selling on the builder name nothing else, there is no single shop beside the project, no public transport. Even there is power cut issue even the water is came by tankers due to such bad water lots of health issues as well as everyone in the society having hair fall problem. Very bad experience i have ever had and the sales team also not good, don't buy here."
R354172,Shapoorji Joyville Sensorium,"in Joyville No water source other than river & tankers. In summer it will be hard to get water unless strong source from MIDC or Borewells are dug. Maan cant offer much water. Power shortage & frequent outage is another issue. this also needs to be attended by builder. Bad approch road n less no of street lights in rainy season also needs to be addressed Builder will have to use influence to get water from MIDC or Borewells. otherwise place will be hell in summer due to no water supply n many towers coming up. Please get other reliable source of water in writing in agreement. Concrete approch road from main road needs to be constructed by builders. For power, state govt needs to enhance capacity to provide uninterupted power."
R354172,Shapoorji Joyville Sensorium,Beauty at its finest. Would highly encourage y’all to invest in a place that offers you best of all worlds - from service to atmosphere. You wont regret it.
R354172,Shapoorji Joyville Sensorium,"Not even worth giving 1 star. Whoever is buying Sansorium, you are being fooled. You are buying pathetic property at a premium rate. Monthly maintenance is equal to rent of 1 RK ie 5k. I am an owner at joyville Hinjewadi which is situated just beside this so called another best project - Sansorium. Facilities to name few: - Very poor and savage management by SP - Power cuts more than 12 hrs - yellow and dirty drinking water - even no water for more than 15 hrs. - pathetic security To be noted that all other societies in the same location have better living conditions. SP has given a lame excuse of no permission for borewell though a nearby society has borewell. This is all happening currently and it has been only 1 yr since possession. Don't get fooled by good reviews. They are all brochure based."
R354172,Shapoorji Joyville Sensorium,"Be very careful while buying it. There's loads of power cut off, water is still provided by tankers. Such a hard water which will harm your health. Even for basic necessities you have to go almost 3 kms. Poor infra and worst maintenance team. I mean they don't allow delivery boy inside the main premises"
R354172,Shapoorji Joyville Sensorium,"No positive reponse from Builder. Only making false promises. Be very careful while buying it. There's loads of power cut off, water is still provided by tankers. Such a hard water which will harm your health."
R354172,Shapoorji Joyville Sensorium,"SP Joyville sensorium is a good future for future perspective for family perspective, sales representatives Jyotsana & Manish assisted in a beautiful and friendly manner and cleared all my queries. I booked last tower Helius and positive for future. One must buy here if you like peace and nature with all luxury amenities. Even MIS international school is opening in a walking distance. CRM Ruchira is helpful and always ready to assist me in any query."
R330371,Coco County,"COCO county is from the County group which has delivered some good projects in Noida. This project is quite conpact, kitchen is smaller then expected, club and swimming pool is maintained well"
R330371,Coco County,"An ambitious project from the well known builder ABA Corp. From the developer's of Cleo County, Cherry County, Orange County. spread in 4.5 acre. All the flats are of 1152 sq ft, 3 bhk. Although rooms are little bit small but it's okay. Build quality is very good. Total there are only three towers, which is good. The club is very beautiful.

I am editing my review after possession. Wasn't expected from County group for this third class project. Below are the observation:-

1. The hardware used in flat are not up to the mark. Compromised with the quality.

2. The behaviour of maintenance team is arrogant.

3. It seems you are a tenant in your home.

4. You are not allowed to do any changes in your flat. Like balcony covering, show rack outside etc.

5. Even the design of the flat is like, if you're not covering your balcony, anyone can jump and enter in your flat from corridor. Easily accessible. Security threat.

6. If you want to book club banquet hall then There are specified vendor, you are bound to go with them. Monopoly. You can not choose the vendor as per your choice."
R330371,Coco County,The quality of construction is great of this project. Location is great because of close proximity to Knowledge Park 5. Lots of amazing developments coming in sector-10 and 12. One of the best project in this area to invest.
R330371,Coco County,"Pros:
*good airy ventilation structure
*12 flat on each floor, 6 lift, each tower portion equally divided
*beautiful club and swimming pool
* 3 side open, hence no nearby building
* Easy maintenance and Mivan based building structure

Cons:
*compact sized 3bhk
* no public transportation nearby, only private cab, private cars, auto
*10 to 15 min drive away from big shopping malls
* restaurants 10 to 15 min drive away, but food delivery options available"
R330371,Coco County,"Great Project. Quality of Construction is Very Good.

Good size of 3BHK and very practical for a family."
R330371,Coco County,"In block B No sun i winter and partial sun in summer.... and full electricity problem.

During chaat they play music on full volume since early in morning don't know if they wanna worship or harras other residents...no order in society by few in considerate residents."
R330371,Coco County,"I have been staying in coco county since december 2023.
My experience in terms of maintenance and other services is good.
CLUB is highly maintained with gym and swimming pool.
Indoor play area is properly maintained.

Small commercial area with all shops like kirana shop,dairy shop,pharmacy,on call doctor,gift shop,restaurant,aata chakki are there and they get 99% of the routine things done.
2 good quality Unisex saloon are there.

Park,parking and outside area is neatly maintained.

There was some issue of electricity in initial 2-3 months.
Because of some technical glitch.

But it has been solved and also there is a back up and me personally have not faced any issue.

Blinkit and zomato works.
Nearby doctors and other requirements including hospital is there.

ONLY NEGATIVE IS-
Compact size 3 bhk....
But if you have a small family 3-4 person
Can easily manage.

Construction quality- GOOD??

LIKE ANY OTHER PLACE....SMALL ISSUE HAPPEN EVERYWHERE.

MY EXPERIENCE with county group.
In terms of all White payment.... Registry process was smooth.

I haven't paid a single penny in cash.

So DECENT EXPERIENCE."
R330371,Coco County,"Premium Society

Everything from the starting entrance and Rooms are Epic ????.

Swimming Pool was just like a Wow
Gyms / Puja Mandir everything.

Only issue with The Location ?? - It's good but in totally Side ????/ Not safety during nights especially for girls and all if working or self travel"
R330371,Coco County,"Highly unprofessional team. no one cares about investors queries specially after all dues in account, specially their finance and CS team. Invest only if you have ample time to visit the site for small inquiries.Such a painful experience of my investment"
R330371,Coco County,"Builders and brokers are creating hype in Noida. Government should check these things. They are playing with middle class money. They put out of stock and brokers sell on high resale prices. In pre launch suppose 6k sq feet and every 3 months they revised the prices, in construction phase 10k,15k then resale. Trapping the peoples. Don’t trust Noida builders.In Noida extension, metro didn’t even started and they increased price like anything.adding luxury and ultra Luxury fancy words to make innocent people’s fool."
R330371,Coco County,"As usual, quality product delivered from county group. All facilities like maintenance, tower receptions etc are better than any other same tier society.
Overall a good investment for future as the area is already planned to be developed soon."
R330371,Coco County,"Builder is reputed but society have 3bhk room size 10x10, not good but still good for budget. County group is best for its construction quality. And design of society some more famous project is Orange county, County107, Cherry county, and some more projects in noida, noida extenstion and some project in ghaziabad indirapuram."
R330371,Coco County,"So much Fraud going here. Asking appx 40-50% in cash. Be safe and don't fall in the trap.
Builders and brokers are creating FOMO in this sector. Beware..!!"
R330371,Coco County,Construction quality is good but layout very bad and maintenance not good as per County group compared to other projects. Dheele log bitha rakhe hain maintenence main Saare.
R330371,Coco County,Extreme compact flats with 10*10 sq ft layout is not so good for family. Rates are too high acc to locality. no population nearby no shops even roads are also not developed.
R330371,Coco County,Club is maintained by County group that is only good thing here. Maintenance is not able to take appropriate decision and always influenced by some residents which is going to deteriorate the County group reputation.
R330371,Coco County,"Extremely compact apartment Located in Sector 10(Affordable housing sector) This was supposed to be the part of Affordable housing scheme but 99% apartments were sold to Investors and these investors are asking upto 88lac for the apartment which has carpet area of 639sq feet only.

What's the point of launching as an affordable house if these builders are going to sell the entire society to investors instead of common people. This isn't the only property in this sector, it's the case of all the properties in sector 10, arihant, ATS all are mostly on resale by investors who are asking over 80lac for these compact apartments."
R330371,Coco County,"Most Unprofessional team..CRM team thinks they are owner of group or like God. They are so rude and shout like anything.
Ayushi is the person i was talking too. Never listens and understand customer grievances. Even after making a handsome amount of payments no confirmation via mail or call from team. you call them and they shout like anything. Neha doesn't even have the courtesy to pick up the phone/call back/message for even trying her number for more than a month. Need some different person in place of ayushi. HIGHLY UNPROFESSIONAL TEAM"
R330371,Coco County,"Negatives
1. Loading is very high out of 1152 sq ft only 644 sq ft carpet area.
2. Sector 10 is not developed yet not even a single kirana shop in the whole sector forget about other shops.
3. Road in front of the project becomes a swimming pool during rains.
4. Half of the flats will not receive any sunlight.
5. Small apartment with small kitchen and bathrooms.
6. Almost zero green area , no Central park.
7. Farmland behind the project, nobody knows what will come behind it.
8. Greedy builder , stopped transfer of newly delivered flats.
9. High rate , in the same rate you can get apartment in heart of Noida extension.

Positives
1. Mivan based construction
2. Construction seems solid.
3. Name of builder"
R330371,Coco County,It will be long risky bet if anyone buys home in here. The amenities and facilities are from reach.
R330371,Coco County,Well managed Society. There is a green belt right in front of the Society. Also they don't allow guest vehicles inside.
R330371,Coco County,I have booked there too. I am excited about the same. I did my home work and also asked people who are living in cherry county and cleo county. As of now the project looks like a little further away from noida extension buzz but I’m sure that also makes it a good investment for future.
R330371,Coco County,"Team are not at all professional.. They are extremely rude and never listen to their clients.
I want to escalate the behavior of Nikita as she's the one who always talk unprofessionally and very rude to everyone. Never come back with the solution, never guide their clients and when asked she shouts like anything. Please take action regarding her behavior."
R330371,Coco County,"Fake Project on the name of ABA County Group
Un-Professional Sales persons and Rude approach .
Beware of this project
Location is not good and is risky as so far and inside from main road
Room and hall sizes are so small
3BHK offering in 1150 Sqft ????
Saying Possesion is in Dec2022 but they may not be able to offer ready to shift in yr 2023 infact .
Beware , Beware Guys"
R330371,Coco County,Worst only selling buider name room size is not good. They are sold out tower a at price somewhere around 56 lac no wooden work in kitchen close to surajpur.very far
R330371,Coco County,"So far the property is good. Good construction , decent fittings in washrooms. well lit rooms. However the kitchen is small to place a fridge and to cook."
R330371,Coco County,Nice location to buy a flat in Greater Noida West. Peaceful environment and relaxing surrounding. Connected to Noida -Greater Noida link road.
R330371,Coco County,The sales terms of coco county is worst in team of knowledge they didn’t interested to sell there unit even they don’t know how much inventory is left in the project so kindly avoid or ur trapped
R330371,Coco County,Newly constructed small society with all the facilities. Only drawback as per me small kids play areas.
R330371,Coco County,One of the best locations to buy a house if you looking for peace of mind..few things which could be an issue is ..no public transport..
R330371,Coco County,Carpet area is too small compared to premium price. Room size are so small that you cannot place double bed else there will not be space in the rooms. All in all useless to invest....
R330371,Coco County,Good construction quality. Best services in town as per their customer satisfaction.
R330371,Coco County,"This builder is very reputed, anyone can book here without a second thought. Please dont go with any negative reviews."
R330371,Coco County,Nice society but hard to reach if untill unless have own conveyances.
R330371,Coco County,Well planned and beautifully designed with well ventilated all flats.
R330371,Coco County,One of the best project of the location for future as anticipated through the track record of builder.
R330371,Coco County,This place is still under construction and club is in developing stage
R330371,Coco County,"Sizes are same in society but as per area that is very conjunction
Not good format
Compramise with the area and looks"
R381477,THE ANANDA,Worth every rupee. It would have been more friendly for senior citizens and differently abled/ injured if some ramps were provided instead of stairs near the amenities.
R381477,THE ANANDA,Very well designed.the club house and the flats had beautiful finishing. It's just lacking some supermarkets n medical shops
R381477,THE ANANDA,Worst Rules and bad management. Even if we have our own property living like Jail or Gosha... Dnt ever purchase this Jail House.
R381477,THE ANANDA,Nicely constructed Quality material used Beautiful building Great Location Trusted People Very cooperative staff Satisfied being Anandian ??
R381477,THE ANANDA,Very good location and good quality construction and management is committed to give what they are promising
R381477,THE ANANDA,Excellent Construction in a great location. Value for money.
R348973,Peninsula Parkelite Phase 3,"Recently visited. Budget villas. After research, got to know that builder is not at focusing on developing the club house or amenities they are promising."
R348973,Peninsula Parkelite Phase 3,"In the world of fraud and cheaters builders, I find Peninsula infra very reliable and honest, CRM team and Srinivas from sales team are very helpful , PS: this is not a paid review,
I am generally not very modest about reviews"
R348973,Peninsula Parkelite Phase 3,"Nice place
Not high cost compared to others"
R303861,Piramal Mahalaxmi,"Company replied today to my review posted a week ago, that my concern has been attended is again a big lie, no resolution has been offered by Piramal. Booked an apartment in Mahalaxmi with Piramal. At booking, they promised flooring selection options—marble samples were even displayed. Now they’re backing out, asking for written proof. Disappointing to see a brand like Piramal go back on its word."
R303861,Piramal Mahalaxmi,"Piramal Mahalaxmi -a magnificent project to live in the south Mumbai offering the cinematic views of the Mahalaxmi racecourse and the Arabian sea. The Central tower positioned at its best in order to the excellent offering of Piramal Mahalaxmi as it gives eventual privacy by having 4 residences at each floor with a scenic view of south Mumbai. This flourishing & progressive project, with its hustle & bustle of the streets, rich traditional culture elucidates the charismatic fusion of past to present. Piramal Mahalaxmi is the Largest Residential Project in South Mumbai, with over Development of 2 million sq ft, it will have high rise towers which will have Uninterrupted Views of 225 Acres big Mahalaxmi Race Course & Arabian Sea. Piramal Mahalaxmi project is well connected to the rest of the town, the location is close to Mahalaxmi Station, Roads, and upcoming Metro and Monorail Projects."
R303861,Piramal Mahalaxmi,"After Sales Service is a big miss and no one will attend and every one will try to avoid calls. There is no transparency in their pricing. Merciless management on any request put up after registration of the flat and after clearing the payment. Your answer is not correct. Pls do not justify. Your team has not picked up nor responded. Only after sending mail to Mr Ajay Piramal, got a call and justified the charges. Let the world know how come you can level interest for 3 days wherein 98% of the total cost has been paid?? Which builder will cheat and level like this in India or around the world?? Nitish Rodrigues was my CRM. He used to respond and answer only for payment. He always avoid my calls and meeting. Nowadays he blocked my no after getting 98% of the payment 2 yrs before the possession. Pathetic organisation."
R303861,Piramal Mahalaxmi,"It's Landmark of Mumbai which will come in next 4 year, very good apartment for residents"
R303861,Piramal Mahalaxmi,"Upto now, the entire experience has been great. Going forward, i believe the location will be amazing as this project straddles south mumbai with the suburbs. With the upcoming developement on the Mahalaxmi racecourse and the breath taking sea view, i believe i have made a good investment banked by the Piramal reputation and backed by an excellent support team with special mention for my rm Nitish Rodriquez who even answers my queries on holidays as i am based abroad. Thank you Nitish for bearing up to me."
R303861,Piramal Mahalaxmi,"Very dissapointing . They took 5 lakh token to book with promise that if the deal is cancelled then they would refund the money in 30 days. Appalling to see that such a big company cannot eveb return such an amount on time even after 3 months as that deal didnt go through, as if they cannot pay back 5 lakhs what they will deliver the product on time.I would advice to avoid dealing with them and being very cautious when it comes to money. The dont even respond to phone calls. Hopefully I get back my deposit"
R303861,Piramal Mahalaxmi,Piramal mahalakshmi is very best project last sunday i went there for a meeting. Heritage dhobi ghat in front and beautiful race course view from middle floor. Buying a flat in piramal mahalakshmi will be a fantastic experience budget friendly option in south bombay.
R303861,Piramal Mahalaxmi,Have always had a very efficient and meaningful response from my relationship manager Jyoti Shah. The organisation has conducted business in a very professional manner and that has made me invest confidently.I have not seen the work in progress so unable to comment on quality and value. Keep it up and look forward to the early completion of the building.
R303861,Piramal Mahalaxmi,Nice project and expect some great views of the race course once it is completed. Challenge is the narrow roads around the building and the nearby fish market. Seems this will change as per the new development plan for the area. But considering the slow pace of things in India for infrastructure updates one can’t really be sure
R303861,Piramal Mahalaxmi,"Very friendly staff.. show flats are beautiful Neitu attended to us, she was a absolutely professional and was on top of her work. Even waited inelegant for us at 6pm as we wanted some more information. One of the best experience we have had with builders This is a beautiful project and we will invest in a flat here"
R303861,Piramal Mahalaxmi,"One of the most promising project in South Mumbai with a brand name you can trust. All modern amenities, infinity pool etc. with apartments offering uninterrupted views of the Bay. Loved the overall site experience. Team was super helpful and informative."
R303861,Piramal Mahalaxmi,Cliffford is best and he made my things so easy I too can’t believe that I too couldn’t believe this was possible to manage and continue the sale. He is the best he understands the suitation of the client and believe in resolving it by finding solutions . He made my life easy where I taught which was impossible to continue my deal he made it so easy . Thanks once again to him. He is very active and responsive.
R303861,Piramal Mahalaxmi,"Always quick in responding and providing clarification, ready to run an extra mile and get information for the clients. For Nitish client is at top priority, we are very impressed with Nitish and service he offers to the client. Infact one of the biggest reason for us still with Piramal is Nitish, as he makes processing so smooth and easy."
R303861,Piramal Mahalaxmi,"Had a great experience at the sales centre, the team was very well spoken and explained the details clearly. The project is super luxurious and definitely worth considering. The location and views look good, best for self stay."
R303861,Piramal Mahalaxmi,"If we are proud owners of units in Piramal Mahalaxmi, it is due to the easy, pleasant and convincing attitude of Nitish Rodrigues, our Relationship Manager. His cheerful demeanour since the first contact and prompt response to every query and request over the last three years is a mark of high professionalism and commitment he brings to his duties. His untiring efforts have definitely served to Build Trust in brand “Piramal Realty” as one that Always Delivers. Our Compliments and Best Wishes for Greater Success"
R303861,Piramal Mahalaxmi,"Please please dont ever think of buying a property with Piramal. Very unprofessional and non-responsive. I went to see their Mahalaxmi property on Dec 30, 2021. They asked me to pay some token if I wanted the exact pricing of any one flat and they said it is FULLY refundable in 30 working days. I paid them Rs. 3,00,000/- since I wanted to figure out the exact pricing and I was almost keen to go ahead. Then After 10 days, on Jan 10, 2022 I already informed them that I did not want to go ahead due to a family emergency. It is now 1 month and more than 30 working days since I have been following up with them to return the token amount. Very slow, very unresponsive and unprofessional. Infact they should be paying me interest on the same. Pls dont ever deal with the group. So what if its Piramal or Ambani - all big robbers"
R303861,Piramal Mahalaxmi,"Wonderful Experience..They are great at providing the right experience to their clients..Everything was so transparent and trustworthy..They explain it so well, also very good at solving queries of their clients..Their manager Rajan Singh was very professional and supportive..Marketing team was also very supportive..It was worth visiting there.."
R303861,Piramal Mahalaxmi,Beautiful sales gallery and the managers are qualified professionals. It's a luxury project facing Mahalaxmi race course. Connectivity is nice too.
R303861,Piramal Mahalaxmi,Jyoti Shah is a highly professional individual and is extremely knowledgeable. She has been able to assist with accurate information and speedy help in resolving questions and issues whenever needed.
R303861,Piramal Mahalaxmi,You Mumbai people are awesome. So I'm giving a 5 star for no reason. But the apartment pics look amazing bro though! Ya gotta get me a flat in yo apartments.
R303861,Piramal Mahalaxmi,"Best location in Mumbai, Brilliant elevation good enough to stand out in the key skyline of Mumbai, surely will be a landmark in itself ... and amenities facing the racecourse & sea making its pool & landscape infinity ?? …"
R303861,Piramal Mahalaxmi,"Piramal Mahalaxmi are absolutely great at providing just the right experience to their clients. Other than that, I was precisely attracted by the stunning view from the property we visited."
R303861,Piramal Mahalaxmi,Visit this place which is very near to the mahalaxmi station.....3 towers of 63 storeys are constructed at this plot of 4.3 acre.....the USP if the project is the full view of the race course and the Arabian sea.....2 BHK property cost here is whopping 3.63 crore....
R303861,Piramal Mahalaxmi,Very very bad experience!!!!!!! I am still waiting my EOI money have asked for refund 45 days back and have been calling them every day ...... not even a single mail NOT EVEN A AUTO GENERATED . The sale executive Devika shamelessly doesn’t answer my calls. The office team has been just saying we will get back. Is this how Piramal stay by it’s Brand name !!!!!!
R303861,Piramal Mahalaxmi,It’s been a pleasure to have visited Mahalaxmi Piramal. Mr. Nitish especially has been of great help. It has been such a pleasant experience to deal with him.
R303861,Piramal Mahalaxmi,"Most desired project in south Mumbai, over looking Arabian Sea and racecourse. Great location and value of 3&4BHK."
R303861,Piramal Mahalaxmi,Most Iconic location with amazing race course and sea views. Lovely sun rise and sun set.
R303861,Piramal Mahalaxmi,I'm a Channel Partner for Piramal & I really loved the project. The view that it will provide will be mesmerising. It has a Luxe Class.
R303861,Piramal Mahalaxmi,"The views of the project are amazing, with a good quality of construction and CED team is extremely very helpful at the site ."
R303861,Piramal Mahalaxmi,"Good response, very careful attending with responsibility to Customer n Channel Partner.. Specially #AbhishekhChandak & CED Team Office Boy Omkar Shinde.. Very Satisfied."
R303861,Piramal Mahalaxmi,Amazingly customer friendly site. Superb interface for clients to get the project understanding
R303861,Piramal Mahalaxmi,It's on a construction site. Near Kasturba hospital & Author Road jail. Heavy traffic area. Mono railway station nearby.
R303861,Piramal Mahalaxmi,Amazing project with mind blowing views. Their sales Gallery is also amazing.
R303861,Piramal Mahalaxmi,"Excellent Location, premium project, GREAT GREAT GREAT VIEW."
R303861,Piramal Mahalaxmi,"Humble staff, good project coming up in sobo"
R303861,Piramal Mahalaxmi,Very beautiful place looking like a cinematography
R303861,Piramal Mahalaxmi,Good Project but location is still not that Good
R303861,Piramal Mahalaxmi,Superb quality construction work
R343401,Kalpataru Parkcity,It's very poor service management. Kindly hire traind staffs. My bags was stone. The secretary guard not aware of this.
R343401,Kalpataru Parkcity,Well planned besides being open with buildings being well distanced.
R343401,Kalpataru Parkcity,The builder does not allow customers to visit their own homes while it is being built till they collect the last rupee. Different customer representatives all for money without proper documentation and in their own account. The project was significantly delayed even though it was Rera registered. Customers could not opt out without losing money. I strongly suggest starting away from this builder.
R343401,Kalpataru Parkcity,Went there for a event Amazing property One of the premium locality
R343401,Kalpataru Parkcity,"The scenary was amazing and was worth for the entry fee Taken by the management cleanliness was also there but there wasn't any food court or souvenir shops only water stall was there and it wasn't also chilled many shops were under construction it is very far from Thane Rly Stn and bus connectivity is also not frequent and after 7pm while returning if the bus comes then also crowd is too much many people hang on the edge of doors it is also not possible to go in that If you have a car and planning for a photoshoot it is the best but by public transport it is little bit hard to reach there or you can also book ola, uber or local taxi or auto"
R343401,Kalpataru Parkcity,"Many beautiful playgrounds for kids, a beautiful pond. Weekends are very full, weekdays after 4pm is the best time to visit"
R343401,Kalpataru Parkcity,if there a rating below 1 would have given that useless builders there customers service is at worst level always say will call you back in 5 min and that never happens no clarity avoid there projects
R343401,Kalpataru Parkcity,The project plan is amazing grand but the service is worst .. They are terrible .. no fixed CRMs they keep changing . They wil show big dreams but will shatter . We booked a flat and are really stuck .. they connect to you when they need to raise demand . Their new system of hi is absolutely waster they close the case without giving a call back . Delayed possessions . They told us first that people will have access to the grand Central Park and sold the property the previous CRM said it’s not the case . We need to pay for it .evrytime you speak they possession date changes
R343401,Kalpataru Parkcity,Best industrial area for visit and and garden are available for childrens and couples best natural theme
R343401,Kalpataru Parkcity,Had a wonderful experience at Kalptaru Immensa today. Thanks for the warm welcome. A place with lot of open spaces and lush greenery. Thanks to every one for making this moment very special for us.
R343401,Kalpataru Parkcity,It was a wonderful experience all throughout. Would recommend!!
R343401,Kalpataru Parkcity,"An absolutely unprofessional post sales approach , The crm team responds to no requests . Absolutely unbothered by what customer wants, zero empathy towards customer and only works as 0er their wimps and fancies unappauled by any escalations at any level. They will flip their words in 5 minutes be careful. The only 1 star is for the sales guy aditya who is tried to provide all help he could in his ability but a disastrous post sales experience , they have treated house buying experience worse than buying from street side shops"
R343401,Kalpataru Parkcity,"Experience so far has been great... Karan and Shivani were to the point, transparent and gave us a lot of comfort. Hoping for an equally smooth experience leading up to posession"
R343401,Kalpataru Parkcity,Good town planning. Booked my apartment in Eternia. Process was smooth and well organised. Karan Sharma is an excellent executive who understands your requirement and suggests the best project and plan. Eager to see how the work develops and completes in the given time. Kalpataru Parkcity - a dream home project
R343401,Kalpataru Parkcity,First visited Parkcity three years ago. Can see a huge difference between then and now. There is a lot of greenery and thoughtful planning. The Grand Central Park makes it lush green. Feels like a well-planned township with lots of space which is a rarity in Mumbai.
R343401,Kalpataru Parkcity,"Had gone to explore options in new project Eternia around 10 months back. Was attended by Ms Diksha who was very courteous, helpful and still continues to support. Same cannot be said of their CRM team though."
R343401,Kalpataru Parkcity,"Visited this place with my family, good project with great location really loved the design. met manager called Aniket Chilap thanking him with the knowledge and guidance he has provided us that has helped us to decide on location and project finalisation."
R343401,Kalpataru Parkcity,"Kalpataru Parkcity is an ideal choice for homebuyers looking for a blend of luxury and nature. The project offers spacious, well-designed apartments with top-notch amenities, including a clubhouse, swimming pool, gym, and children's play areas. Its vast green spaces and landscaped gardens create a serene environment, promoting a peaceful lifestyle. The location is well-connected, with proximity to schools, hospitals, shopping centers, and transport hubs, adding convenience to daily life. The project is also known for its strong security features, ensuring safety for residents. Kalpataru Parkcity promises a premium living experience with sustainable and modern infrastructure. I received excellent customer service and was impressed with the personalized attention throughout the process. The team was responsive, attentive, and made sure all my questions were answered promptly. What stood out most was their commitment to offering the best pricing options. They went out of their way to ensure I got the best deal, providing transparent and competitive pricing with no hidden costs. The entire experience felt smooth and stress-free, thanks to their professionalism and clear communication. Overall, it was a perfect blend of great customer service and unbeatable pricing, making me feel valued as a client."
R343401,Kalpataru Parkcity,Ayushi from sales team was very helpful in accommodating what I was looking for. Also to mention Faraan who helped me scout the property.
R343401,Kalpataru Parkcity,loyalty manager alisha was helpful with the pricing and gave extra discount . Also the manager explained very well and make sured the client is getting comfortable first.
R343401,Kalpataru Parkcity,Excellent project with greenary. Sales person is very cooperative and explained very well
R343401,Kalpataru Parkcity,"Don’t buy in parkcity. Zero security from Kalpataru. Main entrance is unmanned and nearby residents use internal roads for pet walks, pooping and all illegal activities. Better to buy a house in nearby property like Wadhwa ( which saves your money) and just cross the road for using kalpataru parkcity internal roads ( no restrictions of entry by outsiders) as amenities for walking, jogging, pet walks etc. Kalpataru is interested in selling the property at premium and not interested in increasing the security ( 7 tier security as pitched and advertised), restricting the entry of outsiders & not maintaining premium atmosphere"
R343401,Kalpataru Parkcity,0 rating is not possible that's why 1 star. KP has spent their full energy to develop grand Central park by delaying immensa project. Made the place accessible to other people and ruined resident's peace of mind without thinking about privacy and security of the entire project. All the best to Eternia and Primera buyers. It's going to take forever. Sit back and relax!!!
R343401,Kalpataru Parkcity,They are not delivering Imensa park city 5-6years delay from 2016 to till now and they have launch new building in KALPATRU PARK CITY if any one put your hard money to this like builders you will be frustrated you don't know what will happen with u And u will be trapped in their hand .government not take any action like thi
R343401,Kalpataru Parkcity,Great upcoming project in Kolshet Thane. Sunrise is fully occupied. The other projects appears reassuring and promising
R343401,Kalpataru Parkcity,"WORST EXPERIENCE! 1. The main entrance is also a common entrance for the newly developed Thane Central Park. 2. The internal roads for the township are also common roads for to the central park. 3. Experienced ZERO sense of security, as all the external crowd is freely moving in the township. 4. Just outside the Sales office , saw a 4-wheeler parked with the driver leisurely smoking with windows open. 5. And the WORST PART- we had unfortunately shared our contact number with the sales team and within a week we have started receiving 100s of calls from all builders' sales office for purchase of property. When we enquired from where did they receive our number, they bluntly replied that our number was LEAKED to them. PURE HARRASMENT. Do visit the site and experience the above. Please be careful and not share any contact with them."
R343401,Kalpataru Parkcity,"Don't go if you receive a call for buying property.. I had a very bad experience.. The person who called, told me that he is available their and will help to close the deal in the particular said amount and also sample flat is available After visiting some other person was telling the details having difference of 30 lack rupees and the sample flat was also not available When I asked for the person who called me they were giving me excuss that he is busy with some another team When I tried calling him he is not even receiving my calls,not even called after visit. Totally waste of time.."
R343401,Kalpataru Parkcity,Liked this place a lot ! A decent place to enjoy with family and friends. The only thing which is annoying that the park seems like much for kids ! Overall a great and beautiful experience
R343401,Kalpataru Parkcity,The great central park in thane. This is like global architect by kalptaru. This urban park spread over 20 Aceres land. 3500 trees are cultivated here. And it's named Namo central Park also.
R343401,Kalpataru Parkcity,"The corresponding infra hasn’t been that well developed.

1st phase has a nice getup and has come up in a good way.

A public park named Namo Central Park has come up as well.

Township is spread across 110 acres.

The 2nd phase is heavily delayed.

Kalpataru was struggling through finance issues.

Better to check out other projects before zeroing down on this one.

The complex is surrounded by other reputed developers"
